ct_pickup,n_pooled,shared_ride_ids,avg_trip_distance,avg_fare_amount,avg_trip_time_in_secs,total_passengers,n_shared_rides,pooled_fraction,period_id
1011500,3,"[[1039098, 1367648], [1015895, 1375940, 1378542], [1038153, 1032597]]",1.8333333333333333,8.138888888888888,462.0,14,7,0.006122448979591836,2_42_
1011600,1,"[[1382059, 1009447]]",1.775,8.75,549.0,6,2,0.0020408163265306124,2_42_
1011800,1,"[[1029553, 1024973]]",1.6600000000000001,8.25,450.0,6,2,0.0020408163265306124,2_42_
1011900,7,"[[1017555, 2049620], [1032508, 1349093], [1022506, 2067119], [1371430, 2066350], [2057102, 2071272], [2071687, 2119849, 1016198], [1021064, 2066664, 1372728]]",1.7754761904761907,8.833333333333334,585.3095238095239,30,16,0.014285714285714285,2_42_
1012000,3,"[[1371788, 1015482], [1020301, 1031861], [1028935, 1049647]]",1.0616666666666668,5.916666666666667,313.1666666666667,21,6,0.006122448979591836,2_42_
1012101,2,"[[2080948, 1021802], [1056870, 1047967]]",1.7575,9.125,641.5,6,4,0.004081632653061225,2_42_
1012200,4,"[[1016487, 2077341], [1015594, 1023213], [2077185, 1030022], [2082832, 2071678]]",0.99,5.5625,289.0,11,8,0.00816326530612245,2_42_
1012400,1,"[[2049662, 2066353, 2066359]]",0.7999999999999999,5.333333333333333,258.6666666666667,4,3,0.0020408163265306124,2_42_
1012500,4,"[[1035782, 2075313], [1349203, 2048937], [1009508, 1009603], [1021233, 1038570]]",1.2850000000000001,7.125,433.375,18,8,0.00816326530612245,2_42_
1012602,1,"[[1026960, 1016721]]",0.76,4.75,210.0,7,2,0.0020408163265306124,2_42_
1012700,2,"[[1353373, 2076224], [2103952, 1371395]]",2.6500000000000004,11.375,756.75,5,4,0.004081632653061225,2_42_
1012800,4,"[[1027645, 1370749], [2075326, 1376090], [1038948, 1025576], [1039473, 1021766]]",2.52875,11.625,823.625,13,8,0.00816326530612245,2_42_
1012901,3,"[[1365072, 1368782], [1041917, 2076012], [1010581, 1016096]]",1.83,8.0,448.0,8,6,0.006122448979591836,2_42_
1013000,3,"[[2077334, 1371088], [1365626, 1047962], [1015243, 2071275]]",1.345,6.833333333333333,385.1666666666667,6,6,0.006122448979591836,2_42_
1013100,8,"[[1047916, 1063346], [1014804, 1009882], [2071639, 1016855], [2057804, 1372951], [2072293, 1017824], [1353473, 1353504, 1039467], [2049865, 1033185, 1015764], [1391616, 1016391]]",2.053125,9.458333333333334,626.5416666666666,37,18,0.0163265306122449,2_42_
1013201,1,"[[1372519, 2071644, 1005533]]",1.0133333333333334,5.833333333333333,313.3333333333333,6,3,0.0020408163265306124,2_42_
1013300,4,"[[1377547, 1378219, 1025469], [1021061, 2049110], [1053690, 2083989], [1377056, 1009319]]",1.97375,9.020833333333332,601.7916666666667,23,9,0.00816326530612245,2_42_
1013400,3,"[[1028636, 1364562], [1010925, 1033184], [2056320, 1029307, 1010940]]",1.9772222222222222,8.972222222222223,584.3333333333334,9,7,0.006122448979591836,2_42_
1013700,13,"[[1352757, 1360432], [1366031, 2082818], [1357796, 1010769], [1372670, 2049484], [1368784, 1371501, 1372301], [1032814, 1049768], [1376079, 1005667], [2065834, 2066256], [1021888, 1048205], [1016456, 1348847], [1021720, 1361326], [1358035, 2075308, 1035868], [1032399, 2077233]]",1.7157692307692307,7.980769230769231,483.65384615384613,55,28,0.026530612244897958,2_42_
1013800,3,"[[1373520, 1029170], [1358325, 1029555], [1026459, 2073075]]",1.61,7.75,468.8333333333333,11,6,0.006122448979591836,2_42_
1013900,5,"[[1015703, 1375857], [1084568, 1368842, 1369310], [1042053, 1377635], [1348434, 1015074], [1021410, 2056542, 2072021]]",1.338,6.783333333333333,397.0333333333333,22,12,0.01020408163265306,2_42_
1014000,5,"[[1372732, 2077050], [2076001, 1029692], [1349413, 1382500], [2056604, 1020402], [1377470, 2071691]]",1.434,6.95,379.7,14,10,0.01020408163265306,2_42_
1014200,2,"[[2073127, 2073083, 1348515], [1026158, 2076970]]",0.7349999999999999,4.666666666666666,183.16666666666669,9,5,0.004081632653061225,2_42_
1014300,4,"[[1023500, 2056164], [2077139, 2056101], [2077227, 2056174], [1032565, 1039519]]",2.0500000000000003,9.25,558.0,12,8,0.00816326530612245,2_42_
1014500,3,"[[1038850, 1038403], [2080817, 1016176, 1367779, 2075961], [2077339, 1039408]]",1.6141666666666667,7.333333333333333,385.3333333333333,11,8,0.006122448979591836,2_42_
1014601,2,"[[2057707, 2072256], [2061528, 1360156, 1014435]]",0.575,4.375,202.91666666666669,7,5,0.004081632653061225,2_42_
1014801,2,"[[2076209, 1364540], [1015655, 1032423]]",2.6625,11.625,782.75,4,4,0.004081632653061225,2_42_
1014802,2,"[[2077214, 2085556], [1008732, 1353716, 1028786]]",1.1883333333333335,6.041666666666666,310.75,11,5,0.004081632653061225,2_42_
1014900,11,"[[1361401, 1032853], [1020780, 1364777], [1025177, 2066370], [1021751, 2075314], [1372476, 1378537], [1022293, 1349216], [1382065, 2056486], [1375856, 2067165], [1377193, 1032420], [1063353, 2087976], [2076438, 1352974]]",1.3513636363636363,7.2272727272727275,437.5,38,22,0.022448979591836733,2_42_
1015002,3,"[[2075100, 1371259, 2077075], [1369312, 2066379], [2057798, 1010905]]",1.295,6.694444444444444,351.0555555555556,8,7,0.006122448979591836,2_42_
1015200,1,"[[1360609, 1376589]]",1.4,8.0,492.0,2,2,0.0020408163265306124,2_42_
1015502,1,"[[1018545, 1353500]]",1.6,8.25,432.5,2,2,0.0020408163265306124,2_42_
1015700,3,"[[1048095, 1371801], [1016037, 1360809], [1349211, 1015950]]",1.9399999999999997,9.5,600.1666666666666,15,6,0.006122448979591836,2_42_
1015801,1,"[[2077583, 2084596]]",0.95,5.25,256.0,3,2,0.0020408163265306124,2_42_
1015802,1,"[[1024751, 1017084]]",4.015,16.25,1140.0,9,2,0.0020408163265306124,2_42_
1015900,2,"[[1015653, 1029846], [1029619, 1348143]]",1.1775,6.625,390.5,8,4,0.004081632653061225,2_42_
1016001,1,"[[1039109, 1032153]]",0.97,5.75,330.0,2,2,0.0020408163265306124,2_42_
1016300,1,"[[1009672, 1031869]]",1.445,7.0,420.0,7,2,0.0020408163265306124,2_42_
1016500,1,"[[1039449, 1358935]]",2.345,10.5,677.0,2,2,0.0020408163265306124,2_42_
1016700,1,"[[1358978, 2065244]]",2.55,11.5,782.0,2,2,0.0020408163265306124,2_42_
1016900,2,"[[1016210, 1032831], [1377494, 1026953]]",1.505,7.625,437.75,9,4,0.004081632653061225,2_42_
1017700,1,"[[1364950, 1364947]]",1.4,7.5,424.5,3,2,0.0020408163265306124,2_42_
1018300,2,"[[1023339, 1386033], [2056186, 1026798]]",1.3175,7.0,355.0,4,4,0.004081632653061225,2_42_
1020500,1,"[[1353982, 1025574, 2057520]]",1.74,8.0,487.6666666666667,8,3,0.0020408163265306124,2_42_
1031703,3,"[[1016217, 1015924], [1377054, 1377365], [1360921, 1057789]]",1.7066666666666668,9.083333333333334,651.3333333333334,7,6,0.006122448979591836,2_42_
1000700,1,"[[1031474, 1014240]]",2.875,15.0,1200.0,2,2,0.0020408163265306124,2_43_
1001800,2,"[[1363056, 1034265], [2110402, 1057315]]",1.8775000000000002,9.5,705.5,13,4,0.004081632653061225,2_43_
1002100,1,"[[1017002, 1036270]]",1.29,8.5,660.0,3,2,0.0020408163265306124,2_43_
1002602,1,"[[1025160, 1008568]]",0.91,6.5,420.0,4,2,0.0020408163265306124,2_43_
1002901,1,"[[1022279, 2085795]]",1.77,8.75,578.5,2,2,0.0020408163265306124,2_43_
1003001,1,"[[2088201, 1034486]]",1.6400000000000001,8.0,523.0,2,2,0.0020408163265306124,2_43_
1003002,1,"[[1385738, 1034514]]",3.535,14.75,1048.0,4,2,0.0020408163265306124,2_43_
1003100,1,"[[1360428, 1027389]]",0.79,6.5,406.5,2,2,0.0020408163265306124,2_43_
1003200,1,"[[1356771, 2081933]]",0.8500000000000001,6.0,387.0,2,2,0.0020408163265306124,2_43_
1003300,8,"[[2085180, 2084461, 2081167], [1362247, 1360627], [1033699, 2103714], [2114916, 1039766], [1026743, 1020834], [1064684, 1075623], [1371805, 1375499], [1371611, 1375823]]",1.805625,8.260416666666666,502.125,33,17,0.0163265306122449,2_43_
1003400,2,"[[1356906, 1036208], [1033259, 1049566]]",1.51,7.5,473.0,6,4,0.004081632653061225,2_43_
1003602,3,"[[1023907, 1033214], [1075853, 1042435], [1073878, 1049781]]",1.3433333333333335,6.833333333333333,400.0,11,6,0.006122448979591836,2_43_
1003700,3,"[[1026989, 1036548], [2086695, 1371451], [1031103, 1363089]]",1.2133333333333332,6.25,346.6666666666667,18,6,0.006122448979591836,2_43_
1003800,4,"[[1023133, 1371481], [1359924, 1041976], [1060222, 1031417], [1031574, 2080815]]",2.10375,9.625,646.75,22,8,0.00816326530612245,2_43_
1004001,1,"[[2060624, 1039768]]",0.685,4.75,236.0,2,2,0.0020408163265306124,2_43_
1004002,5,"[[1372088, 1033600], [1064701, 1361073], [2103826, 2084843], [1063350, 1032710], [1016417, 1021049, 1021709]]",0.9133333333333333,5.7,329.3,17,11,0.01020408163265306,2_43_
1004100,2,"[[2102837, 1033599], [1372086, 2103529]]",1.7349999999999999,8.5,553.0,5,4,0.004081632653061225,2_43_
1004200,6,"[[1355445, 1033752], [2068405, 1076104], [1036287, 1034184], [2111391, 1026835, 1065517], [1015623, 1065937], [2086693, 1013036]]",1.9758333333333333,9.708333333333334,671.6666666666666,27,13,0.012244897959183673,2_43_
1004300,7,"[[1064439, 2081922], [2110993, 2088896], [1023661, 1041677], [1347806, 1348300], [1077168, 1372863], [1026535, 1016080], [1021668, 2075574]]",1.6607142857142858,9.071428571428571,641.3571428571429,23,14,0.014285714285714285,2_43_
1004400,1,"[[1367992, 1083891, 2076260]]",1.1633333333333333,7.333333333333333,478.3333333333333,5,3,0.0020408163265306124,2_43_
1004500,1,"[[1076962, 1074350]]",1.255,8.25,600.0,6,2,0.0020408163265306124,2_43_
1004700,1,"[[1029114, 1357703]]",0.76,4.75,230.0,5,2,0.0020408163265306124,2_43_
1004800,1,"[[1036274, 1031338]]",2.04,9.25,570.0,7,2,0.0020408163265306124,2_43_
1004900,5,"[[1030309, 1362894], [2084842, 1037133], [1355597, 1370710], [1034754, 1024897], [2103581, 1372299, 1372035]]",2.0483333333333333,9.433333333333334,584.0333333333333,21,11,0.01020408163265306,2_43_
1005000,3,"[[2084453, 1358118], [1360261, 1076776], [1371363, 1039522, 1057203]]",1.5405555555555557,8.11111111111111,516.9444444444445,10,7,0.006122448979591836,2_43_
1005200,4,"[[2103573, 1364763], [1024377, 1049604], [2069050, 2074157], [1356596, 2081802]]",1.1875,7.0625,447.25,14,8,0.00816326530612245,2_43_
1005400,4,"[[1372190, 1021371], [2075127, 1064872], [1040906, 1060063], [1371624, 1022700]]",1.58875,7.5,443.375,17,8,0.00816326530612245,2_43_
1005501,1,"[[1357636, 1033899]]",1.135,6.75,423.0,3,2,0.0020408163265306124,2_43_
1005502,2,"[[1370757, 1372411], [1360871, 2068219]]",1.0,6.875,468.0,5,4,0.004081632653061225,2_43_
1005600,10,"[[1060319, 1356290], [1031567, 1014603], [1016117, 1372525], [1025138, 1356591], [2055227, 1035104], [2119619, 1024422, 1360204], [2074203, 1371792], [1039543, 1035599, 1356908], [1021760, 1024900], [1356548, 1365528]]",1.9603333333333333,8.891666666666667,563.75,50,22,0.02040816326530612,2_43_
1005700,3,"[[2077807, 1015576], [1035663, 1356283], [1360687, 1019019]]",2.6966666666666668,11.416666666666666,766.1666666666666,7,6,0.006122448979591836,2_43_
1005800,8,"[[1356169, 1360251], [1032788, 1037690], [1037648, 1038053], [1032527, 1016597, 2085652], [1356625, 2111220, 2110789, 1022030], [1350855, 1033267], [1366062, 2111004], [1047278, 2103709]]",1.4153125,7.421875,457.4375,25,19,0.0163265306122449,2_43_
1005900,1,"[[1365134, 2081664]]",3.3499999999999996,14.25,987.5,4,2,0.0020408163265306124,2_43_
1006100,3,"[[1061970, 1355900], [1039761, 1021437], [1057493, 1370651, 1056959]]",1.7844444444444445,8.555555555555555,539.6111111111111,9,7,0.006122448979591836,2_43_
1006300,1,"[[1356697, 1059727]]",1.0899999999999999,7.5,562.5,3,2,0.0020408163265306124,2_43_
1006500,9,"[[1022421, 1376181], [1356364, 1349332], [2055371, 1360625], [1034633, 1035458, 1041870], [1076951, 1082090], [2076587, 1049188], [1356966, 1355492], [1355536, 2085132], [1022988, 1041684, 2067694]]",1.9788888888888887,9.36111111111111,631.6111111111111,33,20,0.018367346938775512,2_43_
1006600,4,"[[1055474, 1022710, 1076100], [1025271, 1034494], [1082972, 2074164], [2085997, 1030410]]",2.545,11.833333333333334,863.0,19,9,0.00816326530612245,2_43_
1006700,2,"[[1030951, 2080963], [2102832, 1371807]]",3.6025,14.125,911.75,4,4,0.004081632653061225,2_43_
1006800,4,"[[1369027, 2057117], [1024452, 1025803, 1361111], [2081737, 1353776], [1025227, 1034449]]",2.2525,9.645833333333334,590.6666666666666,13,9,0.00816326530612245,2_43_
1006900,3,"[[1038315, 1370772], [1049433, 1032204], [1034175, 1355618]]",0.6983333333333333,4.75,237.0,10,6,0.006122448979591836,2_43_
1007001,1,"[[1350850, 1031255]]",1.425,7.75,507.0,2,2,0.0020408163265306124,2_43_
1007100,1,"[[1375513, 1372371]]",3.05,12.25,815.0,2,2,0.0020408163265306124,2_43_
1007200,5,"[[1370836, 1026912], [1367778, 1031499], [1376199, 1020846], [2068457, 2085725], [1064796, 2074160]]",2.442,10.55,681.8,19,10,0.01020408163265306,2_43_
1007300,2,"[[1030846, 1371808], [1360702, 1385743, 1370739]]",1.2850000000000001,7.041666666666666,466.66666666666663,7,5,0.004081632653061225,2_43_
1007400,4,"[[1356415, 1041295], [1035329, 1034108], [2061236, 2089134], [1037152, 1023319]]",0.9875,5.9375,317.0,12,8,0.00816326530612245,2_43_
1007500,1,"[[1061311, 1355642]]",2.77,12.0,814.0,3,2,0.0020408163265306124,2_43_
1007600,5,"[[2111889, 1366374], [1366035, 1057431], [1024588, 1039989], [1355630, 1364378], [2111009, 1085518]]",1.7100000000000002,9.05,632.7,12,10,0.01020408163265306,2_43_
1007700,5,"[[2065064, 1370656], [1020616, 1057629], [2103184, 1395891], [1064308, 1065249], [2103951, 1040928]]",1.443,7.45,443.3,13,10,0.01020408163265306,2_43_
1007800,5,"[[1090600, 1092783], [1360422, 1360226], [1020833, 2084464], [1024451, 2060430], [1034729, 1363000]]",1.532,7.35,439.2,15,10,0.01020408163265306,2_43_
1007900,6,"[[1362998, 1025217], [1368323, 2076223], [1355352, 2060234], [1076921, 1362445], [1040923, 1355179], [1356974, 1363524]]",2.2624999999999997,10.25,711.9166666666666,28,12,0.012244897959183673,2_43_
1008000,3,"[[1372247, 2081115], [1375899, 1360826], [1013609, 1348907]]",2.2133333333333334,10.75,763.6666666666666,8,6,0.006122448979591836,2_43_
1008100,5,"[[1064585, 2088198], [1356551, 1348201], [1065476, 1355351, 1356072], [1357384, 2097368, 1356754], [1355606, 1357541]]",1.559,7.7333333333333325,462.6666666666667,16,12,0.01020408163265306,2_43_
1008200,5,"[[1370780, 1025134], [1357345, 1355038], [1062389, 1355163], [1375539, 1360036], [1355905, 1025790, 1031253]]",1.765,8.516666666666667,526.0666666666667,12,11,0.01020408163265306,2_43_
1008300,2,"[[1365882, 1023896], [1034308, 1370754]]",1.7375,8.25,499.5,5,4,0.004081632653061225,2_43_
1008400,3,"[[1039860, 1041695], [2110707, 1030626], [1364209, 2060928]]",1.1066666666666667,6.083333333333333,335.0,10,6,0.006122448979591836,2_43_
1008601,1,"[[2111557, 1045375]]",0.7250000000000001,4.75,255.5,4,2,0.0020408163265306124,2_43_
1008700,2,"[[2048980, 1035602], [1030638, 2081390]]",1.5274999999999999,7.5,474.25,5,4,0.004081632653061225,2_43_
1008800,3,"[[1021926, 1033276], [1357347, 1064710], [1039541, 1357343]]",1.7716666666666665,8.583333333333334,534.5,10,6,0.006122448979591836,2_43_
1009000,3,"[[1375572, 1372406], [1061217, 2084197], [1355384, 1032362]]",1.2883333333333333,7.083333333333333,440.8333333333333,7,6,0.006122448979591836,2_43_
1009100,3,"[[1371921, 1371653], [1031568, 1375501], [2111263, 1027311]]",1.36,7.166666666666667,420.5,9,6,0.006122448979591836,2_43_
1009200,17,"[[1022908, 1039547], [1026826, 2088273], [2102744, 1033801], [1037952, 1039959], [1057605, 1365462], [1031197, 1360478], [1047225, 1376201, 1372175, 1021417], [2104339, 1047031, 1356830], [1356555, 1060283], [1025955, 1372167], [1015377, 1016139], [1037687, 1032713], [1035670, 1357554], [1361086, 1024368, 1025382], [1361465, 2112133], [1021374, 1021630], [2085714, 1033811, 1034243]]",1.630343137254902,7.985294117647059,491.9803921568627,71,39,0.03469387755102041,2_43_
1009300,2,"[[1025774, 2076259, 1035930], [1025784, 2102614]]",1.3425000000000002,7.166666666666667,440.25,8,5,0.004081632653061225,2_43_
1009400,10,"[[1075983, 1034438], [1041720, 1042441], [2088689, 2088207], [1355931, 2104748], [1041885, 2104342], [1065911, 1364496], [1360448, 1034511, 1348899], [2081912, 1372362], [1075625, 1075790], [1021372, 2103500, 1349941]]",2.2216666666666667,10.1,666.6166666666667,40,22,0.02040816326530612,2_43_
1009500,1,"[[1359861, 1347985]]",3.4000000000000004,12.75,793.0,2,2,0.0020408163265306124,2_43_
1009600,2,"[[1025367, 1043289], [1375652, 1033278, 1033018]]",2.3441666666666667,11.625,859.3333333333333,13,5,0.004081632653061225,2_43_
1009800,8,"[[1364164, 1355248], [1064481, 1082502], [2111392, 1357193], [2111904, 2112354], [1021789, 1017269], [1082943, 1064547], [1060285, 1042228], [1371520, 1376001]]",1.879375,8.75,542.5,27,16,0.0163265306122449,2_43_
1009901,4,"[[1066159, 1356264], [1372401, 2085788], [1036196, 1356993], [1372327, 1047082]]",2.235,9.5625,576.875,8,8,0.00816326530612245,2_43_
1009902,1,"[[2084199, 1375922]]",0.8500000000000001,5.0,213.0,2,2,0.0020408163265306124,2_43_
1010000,17,"[[1021667, 1375890], [1021687, 1021190], [1376124, 1354854], [1371931, 1036249], [1370856, 1016558], [1035973, 2112048, 1034319], [1061251, 1363091], [1041487, 1065357], [1015464, 1371546, 2080852, 2102801], [1355533, 1370578], [1032684, 2097363, 2081273, 1057608], [1085658, 1064647], [1370565, 2111881], [1065257, 1362901], [1035449, 1025232], [1355620, 1356552], [1371871, 1376019]]",2.0044607843137254,9.41421568627451,615.7843137254903,75,39,0.03469387755102041,2_43_
1010100,12,"[[1365432, 1022884], [1024421, 1355717], [1055478, 1030992], [1008123, 1348296], [1064642, 1364043], [2061223, 1364488], [1021438, 1022355], [1049782, 2085184], [2128488, 1031024], [2111387, 1370940], [1049615, 2111273], [1008973, 2111730]]",1.6620833333333334,8.4375,554.5416666666666,37,24,0.024489795918367346,2_43_
1010200,9,"[[1022073, 1027314], [1031789, 2067801], [1370783, 1025339], [1079706, 1363445, 1042297], [1064437, 1035332], [1090916, 1363969], [1358122, 1048058, 2085846, 1055489], [1366321, 1049898], [1367785, 2085636, 1042664]]",1.6109259259259259,8.0,486.23148148148147,46,22,0.018367346938775512,2_43_
1010300,2,"[[1021895, 2082396], [1041923, 2061240]]",2.455,10.75,654.5,11,4,0.004081632653061225,2_43_
1010400,8,"[[1082291, 1060123], [1022917, 1025133], [1021927, 1348099], [1014341, 1032375], [1059851, 2088825], [1376109, 1375928, 2103944], [1074288, 1082224], [1041507, 1041881]]",1.8289583333333335,8.489583333333334,513.5,28,17,0.0163265306122449,2_43_
1010601,1,"[[1025104, 1022419]]",0.845,5.0,270.0,6,2,0.0020408163265306124,2_43_
1010602,1,"[[1035109, 1360357]]",1.24,7.25,468.5,5,2,0.0020408163265306124,2_43_
1010802,1,"[[2102845, 1036589]]",1.665,10.75,854.5,4,2,0.0020408163265306124,2_43_
1010803,1,"[[1020842, 2111979]]",1.04,6.0,335.5,2,2,0.0020408163265306124,2_43_
1010900,2,"[[1349852, 1034728], [2110688, 1371215]]",1.6824999999999999,8.625,544.25,5,4,0.004081632653061225,2_43_
1011000,2,"[[1030463, 1376200], [1370561, 1035106]]",2.295,10.375,674.5,5,4,0.004081632653061225,2_43_
1011100,1,"[[1360299, 1357199]]",1.5499999999999998,8.25,533.0,2,2,0.0020408163265306124,2_43_
1011201,6,"[[1356420, 1356116], [1380098, 2075576], [1049429, 1057557], [1032682, 2081170], [1039535, 1034654], [1034714, 1372852]]",1.4258333333333333,7.291666666666667,429.75,14,12,0.012244897959183673,2_43_
1011202,5,"[[1033209, 1347112], [1359770, 1359801], [1027309, 1355349], [1055702, 1049262, 1371749], [1090075, 1356912]]",2.344666666666667,10.85,742.1333333333334,14,11,0.01020408163265306,2_43_
1011203,6,"[[2085141, 2074013], [2060683, 1349950], [1031887, 1376007], [1021434, 1016397], [1032704, 2075855], [1370880, 1031107]]",1.1783333333333335,6.541666666666667,381.9166666666667,21,12,0.012244897959183673,2_43_
1011300,2,"[[1360090, 1370777], [1033497, 1371094]]",0.97,5.375,260.25,8,4,0.004081632653061225,2_43_
1011401,6,"[[1065366, 1361300], [1026675, 1033707], [2086691, 2103831], [2103971, 2111282], [1021274, 2085657], [1034898, 1076381]]",1.4016666666666666,7.041666666666667,405.4166666666667,20,12,0.012244897959183673,2_43_
1011402,4,"[[1033237, 2104331], [1360191, 1364047, 2056033], [1370792, 1016883], [1372307, 1011327]]",0.9883333333333333,6.0625,359.875,19,9,0.00816326530612245,2_43_
1011500,6,"[[2088741, 1075743], [1064589, 1076590], [2074099, 2055772], [1376106, 1022027], [2084772, 1009434], [2060235, 2111278]]",1.5525,8.0,514.0,15,12,0.012244897959183673,2_43_
1011600,3,"[[1032834, 1038145], [1065242, 2061273], [2061124, 1024371]]",1.4350000000000003,7.416666666666667,415.1666666666667,21,6,0.006122448979591836,2_43_
1011700,1,"[[1061563, 2088454]]",1.425,7.75,468.0,3,2,0.0020408163265306124,2_43_
1011900,9,"[[1013367, 1034476], [2081278, 1376258], [1045472, 2110980], [1360255, 2112127], [1360037, 1061115], [2074914, 1045049, 2069571], [1370655, 1108795], [1370614, 1055877], [1042706, 2111265]]",2.388148148148148,11.148148148148149,795.537037037037,38,19,0.018367346938775512,2_43_
1012000,1,"[[2069282, 1360840]]",1.45,7.25,402.5,3,2,0.0020408163265306124,2_43_
1012101,2,"[[1008872, 1049561], [2060257, 1022066]]",1.1425,7.0,446.5,7,4,0.004081632653061225,2_43_
1012400,4,"[[1083274, 1035113], [1031325, 1033587], [1372027, 1031492], [1387434, 1370837]]",1.79,8.875,559.125,10,8,0.00816326530612245,2_43_
1012500,7,"[[1025373, 2111000], [1355863, 1025972], [1021586, 1026833], [2085504, 1057490], [1372373, 1055748], [1031879, 1033038], [1021474, 1009432, 1049361, 2103076]]",1.622142857142857,7.964285714285714,502.10714285714283,25,16,0.014285714285714285,2_43_
1012700,3,"[[1047039, 2103550, 2112355], [1042439, 1060970], [1372172, 1020959]]",1.401111111111111,7.083333333333333,411.3888888888889,8,7,0.006122448979591836,2_43_
1012800,3,"[[1365422, 1031316], [1372192, 1015568], [1065436, 1064588]]",1.5616666666666668,8.0,526.3333333333334,15,6,0.006122448979591836,2_43_
1012901,4,"[[2111565, 1356615], [1361013, 2055377], [2068095, 2082144], [2085693, 1056988]]",2.685,11.625,731.125,10,8,0.00816326530612245,2_43_
1012902,1,"[[1031998, 2112186]]",2.9299999999999997,13.25,933.0,3,2,0.0020408163265306124,2_43_
1013000,1,"[[1025295, 1360563, 1356361, 1034178, 2111524]]",0.688,4.7,208.6,5,5,0.0020408163265306124,2_43_
1013100,12,"[[1030941, 1023552, 1027315], [1040908, 1032288], [2060429, 1090504], [1350859, 2081285], [1023842, 2085145], [1371540, 1376208], [2076524, 2100221], [2097355, 1033504], [1364186, 1065377, 1040199], [1017398, 1033891], [1048200, 2102840], [2077346, 2080269]]",1.7545833333333334,8.340277777777777,521.9166666666666,51,26,0.024489795918367346,2_43_
1013300,3,"[[1091628, 2060692], [1076938, 2097489], [1355716, 1026548]]",1.9349999999999998,9.25,576.8333333333334,8,6,0.006122448979591836,2_43_
1013400,2,"[[2103711, 1083025], [1033200, 1025818]]",1.6975,7.75,478.25,5,4,0.004081632653061225,2_43_
1013502,1,"[[1024142, 2110786]]",1.455,7.25,395.0,7,2,0.0020408163265306124,2_43_
1013603,1,"[[1090681, 1098577]]",2.605,10.25,660.0,6,2,0.0020408163265306124,2_43_
1013700,14,"[[2081836, 1036537], [1037868, 1366007], [1075856, 1356772, 1074935], [1367535, 1007606], [2112132, 2111101], [1033825, 1061569], [2089528, 2103166], [1056951, 1049650], [1370896, 2110840], [1031349, 1366314, 1383590], [1025145, 2085639], [2089715, 1370955], [2097358, 1009441], [2076713, 2110999]]",1.7128571428571429,8.363095238095237,528.3571428571429,50,30,0.02857142857142857,2_43_
1013800,5,"[[1356924, 2056302], [2103061, 1371650], [2060514, 1360860], [1060074, 1375417, 2111874], [1356831, 2076264]]",1.3173333333333332,7.1833333333333345,426.5333333333334,16,11,0.01020408163265306,2_43_
1013900,9,"[[1082712, 1041292], [1376023, 2082130], [1375906, 1024336], [1023761, 2060379], [1361188, 2089951], [1064553, 1364498, 1361000], [1079708, 1082495], [1030308, 2081740, 1356681], [1040363, 1025309]]",1.7609259259259258,8.36111111111111,523.7962962962963,34,20,0.018367346938775512,2_43_
1014000,3,"[[2081830, 1371876], [2089961, 1082179], [2085915, 2081742]]",1.4383333333333332,7.333333333333333,442.5,7,6,0.006122448979591836,2_43_
1014200,1,"[[2112206, 1032031]]",0.815,5.5,279.0,3,2,0.0020408163265306124,2_43_
1014300,13,"[[2110700, 1359764], [1082541, 2068205], [2115211, 2111731], [1376374, 1020946, 2111184, 2102919], [1031791, 2081823], [1082234, 1065310], [1081919, 1359951], [1060966, 1083959, 2068109], [1023115, 1015620], [1022989, 1034441], [1031033, 1355247], [2060720, 1083278], [2111760, 1359833]]",1.5342948717948717,7.695512820512821,452.3974358974359,41,29,0.026530612244897958,2_43_
1014500,7,"[[1368376, 1014819], [1034233, 1021890], [1360953, 2112487], [2068841, 1360258], [1020841, 2121410], [1030302, 1033034], [1017324, 1056957]]",2.641428571428571,11.25,722.2857142857143,25,14,0.014285714285714285,2_43_
1014601,3,"[[1033082, 1032618, 1009095], [1360427, 1360345], [1015026, 1359841, 1024642]]",1.1088888888888888,6.333333333333333,364.9444444444445,11,8,0.006122448979591836,2_43_
1014602,1,"[[1036925, 1026010]]",0.77,5.0,240.0,6,2,0.0020408163265306124,2_43_
1014802,2,"[[1355036, 1035111], [1041869, 1360224]]",1.8050000000000002,8.375,499.5,4,4,0.004081632653061225,2_43_
1014900,18,"[[1347825, 1076092], [1376195, 2055328], [1062176, 1361011], [1076867, 1065935, 1360471], [1023117, 1030655], [1065980, 2104021], [1025226, 2112137], [1360025, 1372866], [1364218, 1065578], [1036533, 1376000], [1042494, 1037132], [1357198, 1025324], [1023804, 1060968], [1027313, 2121401, 1031793], [1026839, 2500011], [1029900, 1032229], [1035197, 1042283], [2110409, 1064706]]",1.8407407407407408,8.837962962962964,578.9351851851852,70,38,0.036734693877551024,2_43_
1015001,2,"[[1028839, 1049112], [1371522, 1371318]]",0.9450000000000001,5.375,252.25,5,4,0.004081632653061225,2_43_
1015002,1,"[[2076086, 1371714]]",3.35,12.75,799.0,3,2,0.0020408163265306124,2_43_
1015102,1,"[[1024357, 1042225]]",1.18,7.0,450.0,2,2,0.0020408163265306124,2_43_
1015301,1,"[[1371793, 2111561]]",1.3,6.5,311.5,4,2,0.0020408163265306124,2_43_
